gene_symbol	gene_symbol_long	identifier
MED37-7	Mediator Complex 37 gene 7	glyma.Wm82.gnm2.ann1.Glyma.08g025900
MED37-8	Mediator Complex 37 gene 8	glyma.Wm82.gnm2.ann1.Glyma.11g140500
MED37-9	Mediator Complex 37 gene 9	glyma.Wm82.gnm2.ann1.Glyma.12g064000
MED4-1	Mediator Complex 4 gene 1	glyma.Wm82.gnm2.ann1.Glyma.06g188800
MED4-2	Mediator Complex 4 gene 2	glyma.Wm82.gnm2.ann1.Glyma.08g287300
MED4-3	Mediator Complex 4 gene 3	glyma.Wm82.gnm2.ann1.Glyma.13g067700
MED5-1	Mediator Complex 5 gene 1	glyma.Wm82.gnm2.ann1.Glyma.03g151100
MED5-2	Mediator Complex 5 gene 2	glyma.Wm82.gnm2.ann1.Glyma.05g001600
MED5-3	Mediator Complex 5 gene 3	glyma.Wm82.gnm2.ann1.Glyma.13g209800
MED5-4	Mediator Complex 5 gene 4	glyma.Wm82.gnm2.ann1.Glyma.15g102800
MED5-5	Mediator Complex 5 gene 5	glyma.Wm82.gnm2.ann1.Glyma.18g218900
MED5-6	Mediator Complex 5 gene 6	glyma.Wm82.gnm2.ann1.Glyma.19g001500
MED6-1	Mediator Complex 6 gene 1	glyma.Wm82.gnm2.ann1.Glyma.08g199200
MED7-1	Mediator Complex 7 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07g029300
MED7-2	Mediator Complex 7 gene 2	glyma.Wm82.gnm2.ann1.Glyma.08g213500
MED8-1	Mediator Complex 8 gene 1	glyma.Wm82.gnm2.ann1.Glyma.13g372700
MED9-1	Mediator Complex 9 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07g009300
MED9-2	Mediator Complex 9 gene 2	glyma.Wm82.gnm2.ann1.Glyma.08g192500
MEKK	MAPK/ERK kinase kinase family protein	glyma.Wm82.gnm2.ann1.Glyma.13g084100
MEKK2	mitogen-activated protein kinase	glyma.Wm82.gnm2.ann1.Glyma.17G173000
MER3	ATP-dependent DNA helicase	glyma.Wm82.gnm2.ann1.Glyma.16g072300
MET2	metallothionein type 2	glyma.Wm82.gnm2.ann1.Glyma.07g132000
MGD1	monogalactosyldiacylglycerol synthase 1	glyma.Wm82.gnm2.ann1.Glyma.14g104100
MIPS	myo-inositol-3-phosphate synthase	glyma.Wm82.gnm2.ann1.Glyma.11g238800
MIPS4	inositol-3-phosphate synthase	glyma.Wm82.gnm2.ann1.Glyma.08g138200
MKK1a	Mitogen-activated protein kinase kinase 1 gene a	glyma.Wm82.gnm1.ann1.Glyma15g18860
MKK1b	Mitogen-activated protein kinase kinase 1 gene b	glyma.Wm82.gnm1.ann1.Glyma09g07660
MKK2a	Mitogen-activated protein kinase kinase 2 gene a	glyma.Wm82.gnm1.ann1.Glyma17g06020
MKK2b	Mitogen-activated protein kinase kinase 2 gene b	glyma.Wm82.gnm1.ann1.Glyma13g16650
MKK4	mitogen-activated protein kinase kinase 4	glyma.Wm82.gnm2.ann1.Glyma.07g003200
MKS2	methylketone synthase 2	glyma.Wm82.gnm2.ann1.Glyma.01g080400
MLH3	MutL Homolog 3	glyma.Wm82.gnm2.ann1.Glyma.11G086300
MLP34	MLP-like protein	glyma.Wm82.gnm2.ann1.Glyma.09G102400
MMP2	Matrix metalloproteinase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.01g036900
MMT1	methionine S-methyltransferase	glyma.Wm82.gnm2.ann1.Glyma.12g163700
MMT2	methionine S-methyltransferase	glyma.Wm82.gnm2.ann1.Glyma.16g000200
MP2	maturation polypeptide 2 gene	glyma.Wm82.gnm2.ann1.Glyma.13g149000
MPK4	mitogen-activated protein kinase 4	glyma.Wm82.gnm2.ann1.Glyma.01G222000
MPK4c	Mitogen-activated protein kinase kinase 4 gene c	glyma.Wm82.gnm1.ann1.Glyma09g39190
MPK4d	Mitogen-activated protein kinase kinase 4 gene d	glyma.Wm82.gnm1.ann1.Glyma18g47140
MS	malate synthase	glyma.Wm82.gnm2.ann1.Glyma.17g128000
Ms1	Male Sterile 1	glyma.Wm82.gnm2.ann1.Glyma.13G114200
MSG	MLP-like protein 28-like	glyma.Wm82.gnm2.ann1.Glyma.20g017900
MSH1	DNA mismatch repair protein	glyma.Wm82.gnm2.ann1.Glyma.10g130700
MST1	monosaccharide transporter	glyma.Wm82.gnm2.ann1.Glyma.08g035300
MT2	malonyltransferase	glyma.Wm82.gnm2.ann1.Glyma.18g057700
MT3	type 3 metallothionein MT3	glyma.Wm82.gnm2.ann1.Glyma.06g242900
MTO3	METHIONINE OVER-ACCUMULATOR 3	glyma.Wm82.gnm1.ann1.Glyma17g04340
MYB047	transcription factor MYB047	glyma.Wm82.gnm2.ann1.Glyma.04g004100
MYB091	MYB transcription factor 91	glyma.Wm82.gnm1.ann1.Glyma03g19030
MYB101	transcription factor MYB101	glyma.Wm82.gnm2.ann1.Glyma.12g017000
MYB107	MYB transcription factor MYB107	glyma.Wm82.gnm2.ann1.Glyma.08g189900
MYB109	MYB transcription factor MYB109	glyma.Wm82.gnm2.ann1.Glyma.17g121000
MYB11	MYB11 protein	glyma.Wm82.gnm2.ann1.Glyma.19g024700
MYB112	MYB transcription factor MYB112	glyma.Wm82.gnm2.ann1.Glyma.01g190100
MYB114	MYB transcription factor MYB114	glyma.Wm82.gnm2.ann1.Glyma.03g261800
MYB118	MYB transcription factor MYB118	glyma.Wm82.gnm2.ann1.Glyma.10g048500
MYB121	transcription factor MYBZ1	glyma.Wm82.gnm2.ann1.Glyma.15g176000
MYB124	MYB transcription factor MYB124	glyma.Wm82.gnm2.ann1.Glyma.06g036800
MYB127	MYB transcription factor MYB127	glyma.Wm82.gnm2.ann1.Glyma.08g029400
MYB128	MYB transcription factor MYB128	glyma.Wm82.gnm2.ann1.Glyma.01g003000
MYB12A	R2R3-type MYB transcription factor MYB12a	glyma.Wm82.gnm2.ann1.Glyma.03g221700
MYB13	transcription factor MYB13	glyma.Wm82.gnm2.ann1.Glyma.20g184200
MYB133	MYB transcription factor MYB133	glyma.Wm82.gnm2.ann1.Glyma.07g066100
MYB136	MYB transcription factor MYB136	glyma.Wm82.gnm2.ann1.Glyma.09g131400
MYB138	MYB transcription factor MYB138	glyma.Wm82.gnm2.ann1.Glyma.02g026300
MYB139	MYB transcription factor MYB139	glyma.Wm82.gnm2.ann1.Glyma.13g333200
MYB14	MYB14 protein	glyma.Wm82.gnm2.ann1.Glyma.15g259400
MYB142	MYB transcription factor MYB142	glyma.Wm82.gnm2.ann1.Glyma.19g127900
MYB143	MYB transcription factor MYB143	glyma.Wm82.gnm2.ann1.Glyma.04g177300
MYB145	MYB transcription factor MYB145	glyma.Wm82.gnm2.ann1.Glyma.12g066000
MYB149	MYB transcription factor MYB149	glyma.Wm82.gnm2.ann1.Glyma.08g293300
MYB150	MYB transcription factor MYB150	glyma.Wm82.gnm2.ann1.Glyma.06g201500
MYB158	transcription factor MYB1R1	glyma.Wm82.gnm2.ann1.Glyma.01g0386002
MYB159	R2R3 MYB transcription factor MYB100	glyma.Wm82.gnm2.ann1.Glyma.07g216000
MYB164	MYB transcription factor MYB164	glyma.Wm82.gnm2.ann1.Glyma.14g074500
MYB172	MYB transcription factor MYB172	glyma.Wm82.gnm2.ann1.Glyma.13g307300
MYB175	MYB transcription factor MYB173	glyma.Wm82.gnm2.ann1.Glyma.17g094400
MYB177	MYB transcription factor MYB177	glyma.Wm82.gnm2.ann1.Glyma.14g210600
MYB178	MYB transcription factor MYB178	glyma.Wm82.gnm2.ann1.Glyma.17g1671001
MYB180	MYB transcription factor MYB180	glyma.Wm82.gnm2.ann1.Glyma.17g144100
MYB181	MYB transcription factor MYB181	glyma.Wm82.gnm2.ann1.Glyma.16g073000
MYB182	MYB transcription factor MYB182	glyma.Wm82.gnm2.ann1.Glyma.19g061300
MYB184	MYB transcription factor MYB184	glyma.Wm82.gnm2.ann1.Glyma.08g042100
MYB185	MYB transcription factor MYB185	glyma.Wm82.gnm2.ann1.Glyma.19g257400
MYB205	transcription factor MYB205	glyma.Wm82.gnm2.ann1.Glyma.17g050500
MYB29	MYB29 protein	glyma.Wm82.gnm2.ann1.Glyma.10g180800
MYB29B2	MYB/HD-like transcription factor	glyma.Wm82.gnm2.ann1.Glyma.20g209700
MYB3A	transcription factor MYB3a	glyma.Wm82.gnm2.ann1.Glyma.20g013000
MYB48	MYB transcription factor MYB48	glyma.Wm82.gnm2.ann1.Glyma.06g003800
MYB50	MYB transcription factor MYB50	glyma.Wm82.gnm2.ann1.Glyma.11g052100
MYB51	MYB transcription factor MYB51	glyma.Wm82.gnm2.ann1.Glyma.03g078000
MYB52	MYB transcription factor MYB52	glyma.Wm82.gnm2.ann1.Glyma.15g019400
MYB53	MYB transcription factor MYB53	glyma.Wm82.gnm2.ann1.Glyma.13g063200
MYB54	MYB transcription factor MYB54	glyma.Wm82.gnm2.ann1.Glyma.12g032200
MYB55	MYB transcription factor	glyma.Wm82.gnm2.ann1.Glyma.09g029300
MYB56	MYB transcription factor MYB56	glyma.Wm82.gnm2.ann1.Glyma.06g160500
MYB57	MYB transcription factor MYB57	glyma.Wm82.gnm2.ann1.Glyma.14g191700
MYB58	transcription factor MYB58	glyma.Wm82.gnm2.ann1.Glyma.05g0619001
MYB59	DNA binding / transcription factor  	glyma.Wm82.gnm1.ann1.Glyma11g15180
MYB60	MYB transcription factor MYB60	glyma.Wm82.gnm2.ann1.Glyma.18g259100
MYB62	MYB transcription factor MYB62	glyma.Wm82.gnm2.ann1.Glyma.13g354800
MYB62;L1	MYB62;L1 transcription factor	glyma.Wm82.gnm2.ann1.Glyma.10G010400
MYB64	MYB transcription factor MYB64	glyma.Wm82.gnm2.ann1.Glyma.19g222200
MYB68	MYB transcription factor MYB68	glyma.Wm82.gnm2.ann1.Glyma.04g042300
MYB73	MYB transcription factor MYB73	glyma.Wm82.gnm2.ann1.Glyma.06g303100
MYB75	MYB transcription factor MYB75	glyma.Wm82.gnm2.ann1.Glyma.14g062200
MYB76	MYB transcription factor MYB76	glyma.Wm82.gnm2.ann1.Glyma.02g009800
MYB81	MYB transcription factor MYB81	glyma.Wm82.gnm2.ann1.Glyma.14g086500
MYB82	MYB transcription factor MYB82	glyma.Wm82.gnm2.ann1.Glyma.15g034500
MYB83	MYB transcription factor MYB83	glyma.Wm82.gnm2.ann1.Glyma.02g254200
MYB85	MYB transcription factor MYB85	glyma.Wm82.gnm2.ann1.Glyma.17g160500
MYB92	MYB transcription factor MYB92	glyma.Wm82.gnm2.ann1.Glyma.16g023000
MYB93	MYB transcription factor MYB93	glyma.Wm82.gnm2.ann1.Glyma.05g062300
MYB98	MYB transcription factor MYB98	glyma.Wm82.gnm2.ann1.Glyma.19g061600
MYB99	transcription factor MYB99	glyma.Wm82.gnm2.ann1.Glyma.05g006100
MYBJ1	protein ODORANT1-like	glyma.Wm82.gnm2.ann1.Glyma.05g051700
MYBJ2	myb-related protein 306-like	glyma.Wm82.gnm2.ann1.Glyma.04g170100
MYBZ2	transcription factor MYBZ2	glyma.Wm82.gnm2.ann1.Glyma.11g107100
N-21	nodulin-21	glyma.Wm82.gnm2.ann1.Glyma.05g121600
N-22	nodulin-22	glyma.Wm82.gnm2.ann1.Glyma.15g045000
N-23	nodulin-23	glyma.Wm82.gnm2.ann1.Glyma.20g024200
N-26	nodulin-26	glyma.Wm82.gnm2.ann1.Glyma.08g120100
N-26B	nodulin-26b (AA 1-213)	glyma.Wm82.gnm2.ann1.Glyma.19g074000
N-36A	early nodulin-36A	glyma.Wm82.gnm2.ann1.Glyma.01g028500
N-44	nodulin-44	glyma.Wm82.gnm2.ann1.Glyma.13g364400
N-56	probable 2-isopropylmalate synthase	glyma.Wm82.gnm2.ann1.Glyma.13g024700
N-70	early nodulin-70	glyma.Wm82.gnm2.ann1.Glyma.18g018900
N:IFR	Isoflavone Reductase	glyma.Wm82.gnm1.ann1.Glyma01g37810
N479	C2H2 zinc finger protein	glyma.Wm82.gnm2.ann1.Glyma.07g135800
N6L	nodulin 6l	glyma.Wm82.gnm2.ann1.Glyma.10g060100
NAB	Nucleic Acids Binding protein	glyma.Wm82.gnm1.ann1.Glyma18G40360
NAC001	NAC Transcription Factor gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G005500
NAC002	NAC Transcription Factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G046800
NAC003	NAC Transcription Factor gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G051300
NAC004	NAC Transcription Factor gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G088200
NAC005	NAC Transcription Factor gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G167900
NAC006	NAC Transcription Factor gene 6	glyma.Wm82.gnm1.ann1.Glyma02g07700
NAC007	NAC Transcription Factor gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G070600.
NAC008	NAC Transcription Factor gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G100200
NAC009	NAC Transcription Factor gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G107000
NAC010	NAC Transcription Factor gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G109800
NAC011	NAC Transcription Factor gene 11	glyma.Wm82.gnm1.ann1.Glyma02g26480
NAC012	NAC Transcription Factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G222300
NAC013	NAC Transcription Factor gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G240500
NAC014	NAC Transcription Factor gene 14	glyma.Wm82.gnm2.ann1.Glyma.03G197900
NAC015	NAC Transcription Factor gene 15	glyma.Wm82.gnm2.ann1.Glyma.04G078600
NAC016	NAC Transcription Factor gene 16	glyma.Wm82.gnm2.ann1.Glyma.04G119500
NAC017	NAC Transcription Factor gene 17	glyma.Wm82.gnm1.ann1.Glyma04g33270
NAC019	NAC Transcription Factor gene 19	glyma.Wm82.gnm2.ann1.Glyma.04G212000
NAC020	NAC Transcription Factor gene 20	glyma.Wm82.gnm2.ann1.Glyma.04G213300
NAC023	NAC Transcription Factor gene 23	glyma.Wm82.gnm2.ann1.Glyma.05G025500
NAC024	NAC Transcription Factor gene 24	glyma.Wm82.gnm2.ann1.Glyma.05G055900
NAC025	NAC Transcription Factor gene 25	glyma.Wm82.gnm2.ann1.Glyma.05G002700
NAC026	NAC Transcription Factor gene 26	glyma.Wm82.gnm2.ann1.Glyma.05G113000
NAC027	NAC Transcription Factor gene 27	glyma.Wm82.gnm1.ann1.Glyma05g24910
NAC028	NAC Transcription Factor gene 28	glyma.Wm82.gnm2.ann1.Glyma.05G191300
NAC029	NAC Transcription Factor gene 29	glyma.Wm82.gnm2.ann1.Glyma.05G192500
NAC030	NAC Transcription Factor gene 30	glyma.Wm82.gnm2.ann1.Glyma.05G195000
NAC031	NAC Transcription Factor gene 31	glyma.Wm82.gnm2.ann1.Glyma.05G234200
NAC032	NAC Transcription Factor gene 32	glyma.Wm82.gnm2.ann1.Glyma.05G225100
NAC033	NAC Transcription Factor gene 33	glyma.Wm82.gnm2.ann1.Glyma.05G202300
NAC034	NAC Transcription Factor gene 34	glyma.Wm82.gnm2.ann1.Glyma.06G080200
NAC035	NAC Transcription Factor gene 35	glyma.Wm82.gnm2.ann1.Glyma.06G114000
NAC036	NAC Transcription Factor gene 36	glyma.Wm82.gnm2.ann1.Glyma.06G138100
NAC037	NAC Transcription Factor gene 37	glyma.Wm82.gnm2.ann1.Glyma.06G152900
NAC038	NAC Transcription Factor gene 38	glyma.Wm82.gnm1.ann1.Glyma04g38990
NAC039	NAC Transcription Factor gene 39	glyma.Wm82.gnm2.ann1.Glyma.06G157400
NAC040	NAC Transcription Factor gene 40	glyma.Wm82.gnm2.ann1.Glyma.06G166500
NAC041	NAC Transcription Factor gene 41	glyma.Wm82.gnm2.ann1.Glyma.06G195500
NAC042	NAC Transcription Factor gene 42	glyma.Wm82.gnm2.ann1.Glyma.06G236000
NAC043	NAC Transcription Factor gene 43	glyma.Wm82.gnm1.ann1.Glyma06g38410
NAC044	NAC Transcription Factor gene 44	glyma.Wm82.gnm1.ann1.Glyma06g38440
NAC045	NAC Transcription Factor gene 45	glyma.Wm82.gnm2.ann1.Glyma.06G318900
NAC046	NAC Transcription Factor gene 46	glyma.Wm82.gnm2.ann1.Glyma.07G048000
NAC047	NAC Transcription Factor gene 47	glyma.Wm82.gnm2.ann1.Glyma.07G048100
NAC048	NAC Transcription Factor gene 48	glyma.Wm82.gnm2.ann1.Glyma.07G050600
NAC049	NAC Transcription Factor gene 49	glyma.Wm82.gnm2.ann1.Glyma.07G092000
NAC050	NAC Transcription Factor gene 50	glyma.Wm82.gnm2.ann1.Glyma.07G126500
NAC051	NAC Transcription Factor gene 51	glyma.Wm82.gnm2.ann1.Glyma.07G201800
NAC052	NAC Transcription Factor gene 52	glyma.Wm82.gnm1.ann1.Glyma07g35630
NAC053	NAC Transcription Factor gene 53	glyma.Wm82.gnm2.ann1.Glyma.07G271100
NAC054	NAC Transcription Factor gene 54	glyma.Wm82.gnm2.ann1.Glyma.08G009700
NAC055	NAC Transcription Factor gene 55	glyma.Wm82.gnm2.ann1.Glyma.08G031900
NAC056	NAC Transcription Factor gene 56	glyma.Wm82.gnm2.ann1.Glyma.08G041500
NAC057	NAC Transcription Factor gene 57	glyma.Wm82.gnm2.ann1.Glyma.08G075300
NAC058	NAC Transcription Factor gene 58	glyma.Wm82.gnm2.ann1.Glyma.08G156500
NAC059	NAC Transcription Factor gene 59	glyma.Wm82.gnm2.ann1.Glyma.08G161300
NAC060	NAC Transcription Factor gene 60	glyma.Wm82.gnm2.ann1.Glyma.08G169400
NAC061	NAC Transcription Factor gene 61	glyma.Wm82.gnm2.ann1.Glyma.08G173400
NAC062	NAC Transcription Factor gene 62	glyma.Wm82.gnm1.ann1.Glyma08g19300
NAC063	NAC Transcription Factor gene 63	glyma.Wm82.gnm2.ann1.Glyma.08G301100
NAC064	NAC Transcription Factor gene 64	glyma.Wm82.gnm2.ann1.Glyma.08G307100
NAC065	NAC Transcription Factor gene 65	glyma.Wm82.gnm2.ann1.Glyma.08G360200
NAC066	NAC Transcription Factor gene 66	glyma.Wm82.gnm2.ann1.Glyma.09G167400
NAC067	NAC Transcription Factor gene 67	glyma.Wm82.gnm2.ann1.Glyma.09G184100
NAC068	NAC Transcription Factor gene 68	glyma.Wm82.gnm2.ann1.Glyma.09G231700
NAC069	NAC Transcription Factor gene 69	glyma.Wm82.gnm2.ann1.Glyma.09G233600
NAC070	NAC Transcription Factor gene 70	glyma.Wm82.gnm2.ann1.Glyma.09G235700
NAC071	NAC Transcription Factor gene 71	glyma.Wm82.gnm1.ann1.Glyma10g04350
NAC072	NAC Transcription Factor gene 72	glyma.Wm82.gnm2.ann1.Glyma.10G197500
NAC073	NAC Transcription Factor gene 73	glyma.Wm82.gnm2.ann1.Glyma.10G216400
NAC074	NAC Transcription Factor gene 74	glyma.Wm82.gnm2.ann1.Glyma.10G219600
NAC075	NAC Transcription Factor gene 75	glyma.Wm82.gnm2.ann1.Glyma.11G030600
NAC076	NAC Transcription Factor gene 76	glyma.Wm82.gnm2.ann1.Glyma.11G075400
NAC077	NAC Transcription Factor gene 77	glyma.Wm82.gnm2.ann1.Glyma.11G096600
NAC078	NAC Transcription Factor gene 78	glyma.Wm82.gnm2.ann1.Glyma.11G182000
NAC079	NAC Transcription Factor gene 79	glyma.Wm82.gnm2.ann1.Glyma.11G212400
NAC080	NAC Transcription Factor gene 80	glyma.Wm82.gnm2.ann1.Glyma.12G004900
NAC081	NAC Transcription Factor gene 81	glyma.Wm82.gnm2.ann1.Glyma.12G022700
NAC082	NAC Transcription Factor gene 82	glyma.Wm82.gnm2.ann1.Glyma.12G091200
NAC083	NAC Transcription Factor gene 83	glyma.Wm82.gnm1.ann1.Glyma12g13710
NAC084	NAC Transcription Factor gene 84	glyma.Wm82.gnm1.ann1.Glyma12g22790
NAC085	NAC Transcription Factor gene 85	glyma.Wm82.gnm1.ann1.Glyma12g22880
NAC086	NAC Transcription Factor gene 86	glyma.Wm82.gnm2.ann1.Glyma.12G161700
NAC087	NAC Transcription Factor gene 87	glyma.Wm82.gnm2.ann1.Glyma.12G171600
NAC088	NAC Transcription Factor gene 88	glyma.Wm82.gnm2.ann1.Glyma.12G186200
NAC090	NAC Transcription Factor gene 90	glyma.Wm82.gnm2.ann1.Glyma.12G206900
NAC091	NAC Transcription Factor gene 91	glyma.Wm82.gnm1.ann1.Glyma15g07620
NAC092	NAC Transcription Factor gene 92	glyma.Wm82.gnm1.ann1.Glyma12g35000
NAC093	NAC Transcription Factor gene 93	glyma.Wm82.gnm2.ann1.Glyma.12G226500
NAC094	NAC Transcription Factor gene 94	glyma.Wm82.gnm2.ann1.Glyma.13G063300
NAC095	NAC Transcription Factor gene 95	glyma.Wm82.gnm1.ann1.Glyma13g05540
NAC097	NAC Transcription Factor gene 97	glyma.Wm82.gnm2.ann1.Glyma.13G174700
NAC098	NAC Transcription Factor gene 98	glyma.Wm82.gnm2.ann1.Glyma.13G234700
NAC099	NAC Transcription Factor gene 99	glyma.Wm82.gnm1.ann1.Glyma13g31660
NAC1	NAC domain protein NAC1	glyma.Wm82.gnm2.ann1.Glyma.01g051300
NAC100	NAC Transcription Factor gene 100	glyma.Wm82.gnm2.ann1.Glyma.13G274300
NAC101	NAC Transcription Factor gene 101	glyma.Wm82.gnm1.ann1.Glyma13g35550
NAC102	NAC Transcription Factor gene 102	glyma.Wm82.gnm1.ann1.Glyma13g35560
NAC103	NAC Transcription Factor gene 103	glyma.Wm82.gnm2.ann1.Glyma.13G314600
NAC104	NAC Transcription Factor gene 104	glyma.Wm82.gnm2.ann1.Glyma.13G315300
NAC105	NAC Transcription Factor gene 105	glyma.Wm82.gnm2.ann1.Glyma.13G327600
NAC106	NAC Transcription Factor gene 106	glyma.Wm82.gnm2.ann1.Glyma.14G030700
NAC107	NAC Transcription Factor gene 107	glyma.Wm82.gnm2.ann1.Glyma.14G084300
NAC109	NAC Transcription Factor gene 109	glyma.Wm82.gnm1.ann1.Glyma14g24220
NAC11	transcriptional factor NAC11	glyma.Wm82.gnm2.ann1.Glyma.19g108800
NAC110	NAC Transcription Factor gene 110	glyma.Wm82.gnm2.ann1.Glyma.14G189300
NAC111	NAC Transcription Factor gene 111	glyma.Wm82.gnm2.ann1.Glyma.14G210000
NAC112	NAC Transcription Factor gene 112	glyma.Wm82.gnm2.ann1.Glyma.15G051200
NAC113	NAC Transcription Factor gene 113	glyma.Wm82.gnm1.ann1.Glyma15g07620
NAC114	NAC Transcription Factor gene 114	glyma.Wm82.gnm2.ann1.Glyma.15G078300
NAC115	NAC Transcription Factor gene 115	glyma.Wm82.gnm2.ann1.Glyma.15G254000
NAC116	NAC Transcription Factor gene 116	glyma.Wm82.gnm2.ann1.Glyma.15G257700
NAC117	NAC Transcription Factor gene 117	glyma.Wm82.gnm2.ann1.Glyma.15G264100
NAC118	NAC Transcription Factor gene 118	glyma.Wm82.gnm2.ann1.Glyma.15G266500
NAC12	NAC domain protein	glyma.Wm82.gnm2.ann1.Glyma.16g043200
NAC120	NAC Transcription Factor gene 120	glyma.Wm82.gnm2.ann1.Glyma.16G016600
NAC121	NAC Transcription Factor gene 121	glyma.Wm82.gnm2.ann1.Glyma.16G016700
NAC122	NAC Transcription Factor gene 122	glyma.Wm82.gnm2.ann1.Glyma.16G019400
NAC123	NAC Transcription Factor gene 123	glyma.Wm82.gnm2.ann1.Glyma.16G042900
NAC124	NAC Transcription Factor gene 124	glyma.Wm82.gnm2.ann1.Glyma.16G043200
NAC125	NAC Transcription Factor gene 125	glyma.Wm82.gnm2.ann1.Glyma.16G051800
NAC126	NAC Transcription Factor gene 126	glyma.Wm82.gnm2.ann1.Glyma.16G130200
NAC127	NAC Transcription Factor gene 127	glyma.Wm82.gnm2.ann1.Glyma.16G151500
NAC128	NAC Transcription Factor gene 128	glyma.Wm82.gnm2.ann1.Glyma.16G152100
NAC129	NAC Transcription Factor gene 129	glyma.Wm82.gnm2.ann1.Glyma.16G217400
NAC130	NAC Transcription Factor gene 130	glyma.Wm82.gnm2.ann1.Glyma.17G002800
NAC131	NAC Transcription Factor gene 131	glyma.Wm82.gnm2.ann1.Glyma.17G101500
NAC132	NAC Transcription Factor gene 132	glyma.Wm82.gnm2.ann1.Glyma.17G138100
NAC133	NAC Transcription Factor gene 133	glyma.Wm82.gnm2.ann1.Glyma.17G154100
NAC134	NAC Transcription Factor gene 134	glyma.Wm82.gnm2.ann1.Glyma.17G185000
NAC135	NAC Transcription Factor gene 135	glyma.Wm82.gnm2.ann1.Glyma.17G240700
NAC136	NAC Transcription Factor gene 136	glyma.Wm82.gnm2.ann1.Glyma.18G043900
NAC137	NAC Transcription Factor gene 137	glyma.Wm82.gnm2.ann1.Glyma.18G110700
NAC138	NAC Transcription Factor gene 138	glyma.Wm82.gnm2.ann1.Glyma.18G119300
NAC139	NAC Transcription Factor gene 139	glyma.Wm82.gnm2.ann1.Glyma.18G261300
NAC14	NAC domain-containing protein	glyma.Wm82.gnm2.ann1.Glyma.18g301500
NAC140	NAC Transcription Factor gene 140	glyma.Wm82.gnm2.ann1.Glyma.19G021900
NAC141	NAC Transcription Factor gene 141	glyma.Wm82.gnm2.ann1.Glyma.19G024500
NAC142	NAC Transcription Factor gene 142	glyma.Wm82.gnm2.ann1.Glyma.19G056400
NAC143	NAC Transcription Factor gene 143	glyma.Wm82.gnm2.ann1.Glyma.19G097700
NAC144	NAC Transcription Factor gene 144	glyma.Wm82.gnm2.ann1.Glyma.19G109100
NAC145	NAC Transcription Factor gene 145	glyma.Wm82.gnm2.ann1.Glyma.19G180300
NAC146	NAC Transcription Factor gene 146	glyma.Wm82.gnm2.ann1.Glyma.19G259500
NAC147	NAC Transcription Factor gene 147	glyma.Wm82.gnm2.ann1.Glyma.19G259700
NAC148	NAC Transcription Factor gene 148	glyma.Wm82.gnm1.ann1.Glyma20g04400
NAC149	NAC Transcription Factor gene 149	glyma.Wm82.gnm2.ann1.Glyma.20G172100
NAC15	NAC domain-containing protein	glyma.Wm82.gnm2.ann1.Glyma.08g360200
NAC150	NAC Transcription Factor gene 150	glyma.Wm82.gnm2.ann1.Glyma.20G185800
NAC151	NAC Transcription Factor gene 151	glyma.Wm82.gnm2.ann1.Glyma.20G192300
NAC152	NAC Transcription Factor gene 152	glyma.Wm82.gnm2.ann1.Glyma.20G192500
NAC154	NAC Transcription Factor gene 154	glyma.Wm82.gnm2.ann1.Glyma.02G284300
NAC156	NAC Transcription Factor gene 156	glyma.Wm82.gnm2.ann1.Glyma.03G179600
NAC161	NAC Transcription Factor gene 161	glyma.Wm82.gnm2.ann1.Glyma.05G108700
NAC164	NAC Transcription Factor gene 164	glyma.Wm82.gnm2.ann1.Glyma.07G047900
NAC169	NAC Transcription Factor gene 169	glyma.Wm82.gnm2.ann1.Glyma.10G197600
NAC172	NAC domain-containing protein 172	glyma.Wm82.gnm2.ann1.Glyma.12g145100
NAC174	NAC Transcription Factor gene 174	glyma.Wm82.gnm2.ann1.Glyma.12G186900
NAC176	NAC domain-containing protein 176	glyma.Wm82.gnm2.ann1.Glyma.14g140100
NAC178	NAC Transcription Factor gene 178	glyma.Wm82.gnm2.ann1.Glyma.16G069300
NAC179	NAC Transcription Factor gene 179	glyma.Wm82.gnm2.ann1.Glyma.18G301500
NAC181	NAC Transcription Factor gene 181	glyma.Wm82.gnm2.ann1.Glyma.19G108800
NAC183	NAC Transcription Factor gene 183	glyma.Wm82.gnm2.ann1.Glyma.19G195800
NAC184	NAC Transcription Factor gene 184	glyma.Wm82.gnm2.ann1.Glyma.20G175500
NAC19	NAC domain protein	glyma.Wm82.gnm2.ann1.Glyma.13g030900
NAC193	NAC Transcription Factor gene 193	glyma.Wm82.gnm1.ann1.Glyma02g26480
